Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,MobilePhone,Fax,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CleanStatus,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,SICCode__c,ProductInterest__c,Primary__c,CurrentGenerators__c,NumberofLocations__c
00QHs00001pAs23MAC,false,,May,Norm,Mr,Norm May,"VP, Facilities",Greenwich Media,,,OH,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":null}",(419) 289-3555,,,norm_may@greenwich.net,,/services/images/photo/00QHs00001pAs23MAC,,Web,Working - Contacted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs25MAC,false,,Stumuller,Pat,Ms,Pat Stumuller,"SVP, Administration and Finance",Pyramid Construction Inc.,,,,,France,,,,"{""city"":null,""country"":""France"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":null}",33562156600,,,pat@pyramid.net,,/services/images/photo/00QHs00001pAs25MAC,,Phone Inquiry,Closed - Converted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs26MAC,false,,Young,Andy,Mr,Andy Young,"SVP, Operations",Dickenson plc,,,KS,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""KS"",""street"":null}",(620) 241-6200,,,a_young@dickenson.com,,/services/images/photo/00QHs00001pAs26MAC,,Purchased List,Closed - Converted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs27MAC,false,,Akin,Kristen,Ms,Kristen Akin,"Director, Warehouse Mgmt",Aethna Home Products,,,VA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""VA"",""street"":null}",(434) 369-3100,,,kakin@athenahome.com,,/services/images/photo/00QHs00001pAs27MAC,,Partner Referral,Working - Contacted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs24MAC,false,,Monaco,David,Mr,David Monaco,CFO,Blues Entertainment Corp.,,,,,Japan,,,,"{""city"":null,""country"":""Japan"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":null,""street"":null}",(033) 452-1299,,,david@blues.com,,/services/images/photo/00QHs00001pAs24MAC,,Purchased List,Working - Contacted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs29MAC,false,,Crenshaw,Carolyn,Ms,Carolyn Crenshaw,"VP, Technology",Ace Iron and Steel Inc.,,,AL,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""AL"",""street"":null}",(251) 679-2200,,,carolync@aceis.com,,/services/images/photo/00QHs00001pAs29MAC,,Phone Inquiry,Closed - Not Converted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs2AMAS,false,,Rogers,Jack,Mr.,Jack Rogers,"VP, Facilities",Burlington Textiles Corp of America,525 S. Lexington Ave,Burlington,NC,27215,USA,,,,"{""city"":""Burlington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27215"",""state"":""NC"",""street"":""525 S. Lexington Ave""}",(336) 222-7000,,(336) 222-8000,jrogers@btca.com,,/services/images/photo/00QHs00001pAs2AMAS,,Web,Closed - Converted,Apparel,Warm,350000000,9000,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,7267,GC5000 series,Yes,John Deere,3
00QHs00001pAs28MAC,false,,Dadio Jr,Bill,Mr,Bill Dadio Jr,CFO,Zenith Industrial Partners,,,OH,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""OH"",""street"":null}",(614) 431-5000,,,bill_dadio@zenith.com,,/services/images/photo/00QHs00001pAs28MAC,,Web,Closed - Not Converted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,7267,GC5000 series,Yes,John Deere,3
00QHs00001pAs2BMAS,false,,Luce,Eugena,Ms,Eugena Luce,CEO,Pacific Retail Group,,,MA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""MA"",""street"":null}",(781) 270-6500,,,eluce@pacificretail.com,,/services/images/photo/00QHs00001pAs2BMAS,,Purchased List,Closed - Not Converted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs2CMAS,false,,Eberhard,Sandra,Ms,Sandra Eberhard,"VP, Production",Highland Manufacturing Ltd.,,,CA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""CA"",""street"":null}",(626) 440-0700,,,sandra_e@highland.net,,/services/images/photo/00QHs00001pAs2CMAS,,Purchased List,Working - Contacted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs2DMAS,false,,Bair,Betty,Ms,Betty Bair,"VP, Administration",American Banking Corp.,,,PA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""PA"",""street"":null}",(610) 265-9100,,,bblair@abankingco.com,,/services/images/photo/00QHs00001pAs2DMAS,,Purchased List,Working - Contacted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs1sMAC,false,,Boxer,Bertha,Ms.,Bertha Boxer,Director of Vendor Relations,Farmers Coop. of Florida,321 Westcott Building,Tallahassee,FL,32306,USA,,,,"{""city"":""Tallahassee"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""32306"",""state"":""FL"",""street"":""321 Westcott Building""}",(850) 644-4200,,(850) 644-4300,bertha@fcof.net,,/services/images/photo/00QHs00001pAs1sMAC,,Web,Working - Contacted,Agriculture,Hot,900750000,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
00QHs00001pAs1tMAC,false,,Cotton,Phyllis,Ms,Phyllis Cotton,CFO,Abbott Insurance,,,VA,,USA,,,,"{""city"":null,""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":null,""state"":""VA"",""street"":null}",(703) 757-1000,,,pcotton@abbottins.net,,/services/images/photo/00QHs00001pAs1tMAC,,Web,Open - Not Contacted,,,,,005Hs00000BkK19IAF,false,,,,,true,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-21T19:47:21.000+0000,005Hs00000BkK19IAF,2023-05-22T19:26:58.000+0000,,,,,,Pending,,,,,,2768,GC5000 series,Yes,All,130
